set_id,set_name,year,count_pieces,era,minifig_id,character,factions,portrayal
7261-2,Clone Turbo Tank,2006,813,Fall of the Jedi,SW0127,Clone Trooper,Galactic Republic,protagonist
7261-2,Clone Turbo Tank,2006,813,Fall of the Jedi,SW0128,Clone Trooper,Galactic Republic,protagonist
7261-2,Clone Turbo Tank,2006,813,Fall of the Jedi,SW0131,Clone Trooper,Galactic Republic,protagonist
7261-2,Clone Turbo Tank,2006,813,Fall of the Jedi,SW0148,Mace Windu,"Jedi Order, Galactic Republic",protagonist
7262-1,TIE Fighter and Y-Wing,2004,412,Age of Rebellion,SW0004,Darth Vader,"Sith Order, Galactic Empire",antagonist
7262-1,TIE Fighter and Y-Wing,2004,412,Age of Rebellion,SW0029,R5-D4,none,neutral
7262-1,TIE Fighter and Y-Wing,2004,412,Age of Rebellion,SW0033,Jon Vander,Rebel Alliance,protagonist
7263-1,TIE Fighter,2005,159,Age of Rebellion,SW0035,TIE Fighter Pilot,Galactic Empire,antagonist
7263-1,TIE Fighter,2005,159,Age of Rebellion,SW0117,Darth Vader,"Sith Order, Galactic Empire",antagonist
7264-1,Imperial Inspection,2005,367,Age of Rebellion,SW0040,Royal Guard,Galactic Empire,antagonist
7264-1,Imperial Inspection,2005,367,Age of Rebellion,SW0114,Imperial Officer,Galactic Empire,antagonist
7264-1,Imperial Inspection,2005,367,Age of Rebellion,SW0122,Stormtrooper,Galactic Empire,antagonist
7264-1,Imperial Inspection,2005,367,Age of Rebellion,SW0123,Darth Vader,"Sith Order, Galactic Empire",antagonist
7264-1,Imperial Inspection,2005,367,Age of Rebellion,SW0124,Palpatine,"Sith Order, Galactic Empire",antagonist
7283-1,Ultimate Space Battle,2005,567,Fall of the Jedi,SW0120,Anakin Skywalker,"Jedi Order, Galactic Republic",protagonist
7283-1,Ultimate Space Battle,2005,567,Fall of the Jedi,SW0136,Buzz Droid,Confederation of Independent Systems,antagonist
7283-1,Ultimate Space Battle,2005,567,Fall of the Jedi,SW0152,Obi-Wan Kenobi,"Jedi Order, Galactic Republic",protagonist
75000-1,Clone Troopers vs. Droidekas,2013,124,Fall of the Jedi,SW0438,Clone Trooper Sergeant,Galactic Republic,protagonist
75000-1,Clone Troopers vs. Droidekas,2013,124,Fall of the Jedi,SW0441,Droideka,Confederation of Independent Systems,antagonist
75000-1,Clone Troopers vs. Droidekas,2013,124,Fall of the Jedi,SW0442,Clone Trooper,Galactic Republic,protagonist
75002-1,AT-RT,2013,222,Fall of the Jedi,SW0445,Clone Trooper,Galactic Republic,protagonist
75002-1,AT-RT,2013,222,Fall of the Jedi,SW0446,Yoda,"Jedi Order, Galactic Republic",protagonist
75002-1,AT-RT,2013,222,Fall of the Jedi,SW0447,Sniper Droideka,Confederation of Independent Systems,antagonist
75002-1,AT-RT,2013,222,Fall of the Jedi,SW0448,Commando Droid Captain,Confederation of Independent Systems,antagonist
75003-1,A-wing Starfighter,2013,177,Age of Rebellion,SW0247,Admiral Ackbar,Rebel Alliance,protagonist
75003-1,A-wing Starfighter,2013,177,Age of Rebellion,SW0437,Rebel Pilot,Rebel Alliance,protagonist
75003-1,A-wing Starfighter,2013,177,Age of Rebellion,SW0451,Han Solo,Rebel Alliance,protagonist
75004-1,Z-95 Headhunter,2013,373,Fall of the Jedi,SW0435,Pong Krell,"Jedi Order, Galactic Republic",protagonist
75004-1,Z-95 Headhunter,2013,373,Fall of the Jedi,SW0439,Clone Pilot,Galactic Republic,protagonist
75004-1,Z-95 Headhunter,2013,373,Fall of the Jedi,SW0445,Clone Trooper,Galactic Republic,protagonist
75005-1,Rancor Pit,2013,380,Age of Rebellion,SW0405,Gamorrean Guard,Hutt Clan,antagonist
75005-1,Rancor Pit,2013,380,Age of Rebellion,SW0433,Luke Skywalker,Rebel Alliance,protagonist
75005-1,Rancor Pit,2013,380,Age of Rebellion,SW0434,Malakili,Hutt Clan,neutral
75012-1,BARC Speeder with Sidecar,2013,226,Fall of the Jedi,SW0359,Commando Droid,Confederation of Independent Systems,antagonist
75012-1,BARC Speeder with Sidecar,2013,226,Fall of the Jedi,SW0449,Obi-Wan Kenobi,"Jedi Order, Galactic Republic",protagonist
75012-1,BARC Speeder with Sidecar,2013,226,Fall of the Jedi,SW0450,Captain Rex,Galactic Republic,protagonist
75013-1,Umbaran MHC,2013,493,Fall of the Jedi,SW0452,Ahsoka Tano,"Jedi Order, Galactic Republic",protagonist
75013-1,Umbaran MHC,2013,493,Fall of the Jedi,SW0453,Clone Trooper,Galactic Republic,protagonist
75013-1,Umbaran MHC,2013,493,Fall of the Jedi,SW0454,Umbaran Soldier,Confederation of Independent Systems,antagonist
75014-1,Battle of Hoth,2013,426,Age of Rebellion,SW0291,Hoth Rebel Trooper,Rebel Alliance,protagonist
75014-1,Battle of Hoth,2013,426,Age of Rebellion,SW0459,Imperial Probe Droid,Galactic Empire,antagonist
75014-1,Battle of Hoth,2013,426,Age of Rebellion,SW0460,General Rieekan,Rebel Alliance,protagonist
75014-1,Battle of Hoth,2013,426,Age of Rebellion,SW0461,Luke Skywalker,Rebel Alliance,protagonist
75014-1,Battle of Hoth,2013,426,Age of Rebellion,SW0462,Hoth Rebel Trooper,Rebel Alliance,protagonist
75014-1,Battle of Hoth,2013,426,Age of Rebellion,SW0463,Snowtrooper,Galactic Empire,antagonist
75015-1,Corporate Alliance Tank Droid,2013,271,Fall of the Jedi,SW0442,Clone Trooper,Galactic Republic,protagonist
75015-1,Corporate Alliance Tank Droid,2013,271,Fall of the Jedi,SW0467,Battle Droid,Confederation of Independent Systems,antagonist
75015-1,Corporate Alliance Tank Droid,2013,271,Fall of the Jedi,SW0468,Jango Fett,Confederation of Independent Systems,antagonist
75016-1,Homing Spider Droid,2013,295,Fall of the Jedi,SW0092,Super Battle Droid,Confederation of Independent Systems,antagonist
75016-1,Homing Spider Droid,2013,295,Fall of the Jedi,SW0442,Clone Trooper,Galactic Republic,protagonist
75016-1,Homing Spider Droid,2013,295,Fall of the Jedi,SW0469,Stass Allie,"Jedi Order, Galactic Republic",protagonist
75016-1,Homing Spider Droid,2013,295,Fall of the Jedi,SW0965,Dwarf Spider Droid,Confederation of Independent Systems,antagonist
75017-1,Duel on Geonosis,2013,391,Fall of the Jedi,SW0471,Yoda,"Jedi Order, Galactic Republic",protagonist
75017-1,Duel on Geonosis,2013,391,Fall of the Jedi,SW0472,Count Dooku,"Sith Order, Confederation of Independent Systems",antagonist
75017-1,Duel on Geonosis,2013,391,Fall of the Jedi,SW0473,FA-4 Pilot Droid,Confederation of Independent Systems,antagonist
75017-1,Duel on Geonosis,2013,391,Fall of the Jedi,SW0474,Poggle the Lesser,"Geonosians, Confederation of Independent Systems",antagonist
75019-1,AT-TE,2013,794,Fall of the Jedi,SW0467,Battle Droid,Confederation of Independent Systems,antagonist
75019-1,AT-TE,2013,794,Fall of the Jedi,SW0479,Mace Windu,"Jedi Order, Galactic Republic",protagonist
75019-1,AT-TE,2013,794,Fall of the Jedi,SW0480,Coleman Trebor,"Jedi Order, Galactic Republic",protagonist
75019-1,AT-TE,2013,794,Fall of the Jedi,SW0481,Clone Trooper Commander,Galactic Republic,protagonist
75019-1,AT-TE,2013,794,Fall of the Jedi,SW0482,Battle Droid Commander,Confederation of Independent Systems,antagonist
75020-1,Jabba's Sail Barge,2013,850,Age of Rebellion,SW0217,R2-D2,Rebel Alliance,protagonist
75020-1,Jabba's Sail Barge,2013,850,Age of Rebellion,SW0402,Jabba the Hutt,Hutt Clan,antagonist
75020-1,Jabba's Sail Barge,2013,850,Age of Rebellion,SW0483,Ree-Yees,Hutt Clan,neutral
75020-1,Jabba's Sail Barge,2013,850,Age of Rebellion,SW0485,Princess Leia,Rebel Alliance,protagonist
75020-1,Jabba's Sail Barge,2013,850,Age of Rebellion,SW0486,Max Rebo,Hutt Clan,neutral
75020-1,Jabba's Sail Barge,2013,850,Age of Rebellion,SW0487,Weequay Skiff Guard,Hutt Clan,antagonist
75021-1,Republic Gunship,2013,1175,Fall of the Jedi,SW0092,Super Battle Droid,Confederation of Independent Systems,antagonist
75021-1,Republic Gunship,2013,1175,Fall of the Jedi,SW0488,Anakin Skywalker,"Jedi Order, Galactic Republic",protagonist
75021-1,Republic Gunship,2013,1175,Fall of the Jedi,SW0489,Obi-Wan Kenobi,"Jedi Order, Galactic Republic",protagonist
75021-1,Republic Gunship,2013,1175,Fall of the Jedi,SW0490,Padmé Amidala,Galactic Republic,protagonist
75021-1,Republic Gunship,2013,1175,Fall of the Jedi,SW0491,Clone Pilot,Galactic Republic,protagonist
75021-1,Republic Gunship,2013,1175,Fall of the Jedi,SW0492,Clone Trooper Captain,Galactic Republic,protagonist
75022-1,Mandalorian Speeder,2013,211,Fall of the Jedi,SW0493,Darth Maul,"Sith Order, Shadow Collective",antagonist
75022-1,Mandalorian Speeder,2013,211,Fall of the Jedi,SW0494,Mandalorian Warrior,"Death Watch, Shadow Collective",antagonist
75022-1,Mandalorian Speeder,2013,211,Fall of the Jedi,SW0495,Mandalorian Warrior,"Death Watch, Shadow Collective",antagonist
75024-1,HH-87 Starhopper,2013,362,Fall of the Jedi,SW0496,Nikto Guard,Cad Bane's Crew,antagonist
75024-1,HH-87 Starhopper,2013,362,Fall of the Jedi,SW0497,Cad Bane,Cad Bane's Crew,antagonist
75024-1,HH-87 Starhopper,2013,362,Fall of the Jedi,SW0498,Obi-Wan Kenobi,"Jedi Order, Galactic Republic",protagonist
75034-1,Death Star Troopers,2014,102,Age of Rebellion,SW0520,Imperial Gunner,Galactic Empire,antagonist
75034-1,Death Star Troopers,2014,102,Age of Rebellion,SW0521,Royal Guard,Galactic Empire,antagonist
75034-1,Death Star Troopers,2014,102,Age of Rebellion,SW0529,Imperial Gunner,Galactic Empire,antagonist
75035-1,Kashyyyk Troopers,2014,99,Fall of the Jedi,SW0518,Clone Trooper,Galactic Republic,protagonist
75035-1,Kashyyyk Troopers,2014,99,Fall of the Jedi,SW0519,Clone Trooper,Galactic Republic,protagonist
75036-1,Utapau Troopers,2014,83,Fall of the Jedi,SW0522,Clone Trooper,Galactic Republic,protagonist
75036-1,Utapau Troopers,2014,83,Fall of the Jedi,SW0523,Clone Trooper,Galactic Republic,protagonist
75037-1,Battle on Saleucami,2014,183,Fall of the Jedi,SW0001,Battle Droid,Confederation of Independent Systems,antagonist
75037-1,Battle on Saleucami,2014,183,Fall of the Jedi,SW0001,Battle Droid,Confederation of Independent Systems,antagonist
75037-1,Battle on Saleucami,2014,183,Fall of the Jedi,SW0092,Super Battle Droid,Confederation of Independent Systems,antagonist
75037-1,Battle on Saleucami,2014,183,Fall of the Jedi,SW0524,Clone Trooper,Galactic Republic,protagonist
75038-1,Jedi Interceptor,2014,223,Fall of the Jedi,SW0526,Anakin Skywalker,"Jedi Order, Galactic Republic",protagonist
75038-1,Jedi Interceptor,2014,223,Fall of the Jedi,SW0527,R2-D2,Galactic Republic,protagonist
75039-1,V-wing Starfighter,2014,201,Fall of the Jedi,SW0525,Clone Pilot,Galactic Republic,protagonist
75039-1,V-wing Starfighter,2014,201,Fall of the Jedi,SW0534,R4-P22,Galactic Republic,protagonist
75040-1,General Grievous' Wheel Bike,2014,261,Fall of the Jedi,SW0515,General Grievous,Confederation of Independent Systems,antagonist
75040-1,General Grievous' Wheel Bike,2014,261,Fall of the Jedi,SW0535,Obi-Wan Kenobi,"Jedi Order, Galactic Republic",protagonist
75041-1,Vulture Droid,2014,205,Fall of the Jedi,SW0360,Battle Droid Pilot,Confederation of Independent Systems,antagonist
75041-1,Vulture Droid,2014,205,Fall of the Jedi,SW0533,Buzz Droid,Confederation of Independent Systems,antagonist
75041-1,Vulture Droid,2014,205,Fall of the Jedi,SW0536,Neimoidian Warrior,Confederation of Independent Systems,antagonist
75042-1,Droid Gunship,2014,439,Fall of the Jedi,SW0001,Battle Droid,Confederation of Independent Systems,antagonist
75042-1,Droid Gunship,2014,439,Fall of the Jedi,SW0092,Super Battle Droid,Confederation of Independent Systems,antagonist
75042-1,Droid Gunship,2014,439,Fall of the Jedi,SW0518,Clone Trooper,Galactic Republic,protagonist
75042-1,Droid Gunship,2014,439,Fall of the Jedi,SW0532,Chewbacca,"Wookiees, Galactic Republic",protagonist
75043-1,AT-AP,2014,717,Fall of the Jedi,SW0001,Battle Droid,Confederation of Independent Systems,antagonist
75043-1,AT-AP,2014,717,Fall of the Jedi,SW0092,Super Battle Droid,Confederation of Independent Systems,antagonist
75043-1,AT-AP,2014,717,Fall of the Jedi,SW0415,Battle Droid Commander,Confederation of Independent Systems,antagonist
75043-1,AT-AP,2014,717,Fall of the Jedi,SW0528,Commander Gree,Galactic Republic,protagonist
75043-1,AT-AP,2014,717,Fall of the Jedi,SW0530,Tarfful,"Wookiees, Galactic Republic",protagonist
75044-1,Droid Tri-Fighter,2014,262,Fall of the Jedi,SW0001,Battle Droid,Confederation of Independent Systems,antagonist
75044-1,Droid Tri-Fighter,2014,262,Fall of the Jedi,SW0533,Buzz Droid,Confederation of Independent Systems,antagonist
75044-1,Droid Tri-Fighter,2014,262,Fall of the Jedi,SW0540,Palpatine,"Sith Order, Galactic Republic, Confederation of Independent Systems, Galactic Empire",antagonist
75044-1,Droid Tri-Fighter,2014,262,Fall of the Jedi,SW0600,Battle Droid Security,Confederation of Independent Systems,antagonist
75045-1,Republic AV-7 Anti-Vehicle Cannon,2014,434,Fall of the Jedi,SW0441,Droideka,Confederation of Independent Systems,antagonist
75045-1,Republic AV-7 Anti-Vehicle Cannon,2014,434,Fall of the Jedi,SW0537,Clone Trooper,Galactic Republic,protagonist
75045-1,Republic AV-7 Anti-Vehicle Cannon,2014,434,Fall of the Jedi,SW0538,Plo Koon,"Jedi Order, Galactic Republic",protagonist
75046-1,Coruscant Police Gunship,2014,481,Fall of the Jedi,SW0452,Ahsoka Tano,"Jedi Order, Galactic Republic",protagonist
75046-1,Coruscant Police Gunship,2014,481,Fall of the Jedi,SW0531,Clone Trooper,Galactic Republic,protagonist
75046-1,Coruscant Police Gunship,2014,481,Fall of the Jedi,SW0542,Anakin Skywalker,"Jedi Order, Galactic Republic",protagonist
75048-1,The Phantom,2014,234,Age of Rebellion,SW0565,C1-10P (Chopper),Rebel Alliance,protagonist
75048-1,The Phantom,2014,234,Age of Rebellion,SW0574,Ezra Bridger,Rebel Alliance,protagonist
75049-1,Snowspeeder,2014,278,Age of Rebellion,SW0567,Dak Ralter,Rebel Alliance,protagonist
75049-1,Snowspeeder,2014,278,Age of Rebellion,SW0568,Snowtrooper,Galactic Empire,antagonist
75049-1,Snowspeeder,2014,278,Age of Rebellion,SW0569,Luke Skywalker,Rebel Alliance,protagonist
75050-1,B-Wing,2014,448,Age of Rebellion,SW0556,Ten Numb,Rebel Alliance,protagonist
75050-1,B-Wing,2014,448,Age of Rebellion,SW0557,General Cracken,Rebel Alliance,protagonist
75050-1,B-Wing,2014,448,Age of Rebellion,SW0558,Rebel Pilot,Rebel Alliance,protagonist
75052-1,Mos Eisley Cantina,2014,615,Age of Rebellion,SW0539,Han Solo,Rebel Alliance,protagonist
75052-1,Mos Eisley Cantina,2014,615,Age of Rebellion,SW0548,Imperial Stormtrooper,Galactic Empire,antagonist
75052-1,Mos Eisley Cantina,2014,615,Age of Rebellion,SW0551,Luke Skywalker,Rebel Alliance,protagonist
75052-1,Mos Eisley Cantina,2014,615,Age of Rebellion,SW0552,Obi-Wan Kenobi,Rebel Alliance,protagonist
75052-1,Mos Eisley Cantina,2014,615,Age of Rebellion,SW0553,Greedo,Hutt Clan,antagonist
75052-1,Mos Eisley Cantina,2014,615,Age of Rebellion,SW0554,Bith Musician,none,neutral
75053-1,The Ghost,2014,929,Age of Rebellion,SW0575,Zeb Orrelios,"Rebel Alliance, The Spectres",protagonist
75053-1,The Ghost,2014,929,Age of Rebellion,SW0576,Hera Syndulla,Rebel Alliance,protagonist
75053-1,The Ghost,2014,929,Age of Rebellion,SW0577,Kanan Jarrus,"Rebel Alliance, The Spectres",protagonist
75053-1,The Ghost,2014,929,Age of Rebellion,SW0578,Stormtrooper,Galactic Empire,antagonist
75054-1,AT-AT,2014,1137,Age of Rebellion,SW0568,Snowtrooper,Galactic Empire,antagonist
75054-1,AT-AT,2014,1137,Age of Rebellion,SW0579,General Veers,Galactic Empire,antagonist
75054-1,AT-AT,2014,1137,Age of Rebellion,SW0580,Snowtrooper Commander,Galactic Empire,antagonist
75054-1,AT-AT,2014,1137,Age of Rebellion,SW0581,AT-AT Driver,Galactic Empire,antagonist
75055-1,Imperial Star Destroyer,2014,1359,Age of Rebellion,SW0156,Mouse Droid,Galactic Empire,antagonist
75055-1,Imperial Star Destroyer,2014,1359,Age of Rebellion,SW0582,Imperial Officer,Galactic Empire,antagonist
75055-1,Imperial Star Destroyer,2014,1359,Age of Rebellion,SW0583,Imperial Navy Trooper,Galactic Empire,antagonist
75055-1,Imperial Star Destroyer,2014,1359,Age of Rebellion,SW0584,Imperial Crew,Galactic Empire,antagonist
75055-1,Imperial Star Destroyer,2014,1359,Age of Rebellion,SW0585,Stormtrooper,Galactic Empire,antagonist
75055-1,Imperial Star Destroyer,2014,1359,Age of Rebellion,SW0586,Darth Vader,"Sith Order, Galactic Empire",antagonist
75058-1,MTT,2014,954,Fall of the Jedi,SW0001,Battle Droid,Confederation of Independent Systems,antagonist
75058-1,MTT,2014,954,Fall of the Jedi,SW0001,Battle Droid,Confederation of Independent Systems,antagonist
75058-1,MTT,2014,954,Fall of the Jedi,SW0360,Battle Droid Pilot,Confederation of Independent Systems,antagonist
75058-1,MTT,2014,954,Fall of the Jedi,SW0591,PK-4 Droid,Trade Federation,neutral
75058-1,MTT,2014,954,Fall of the Jedi,SW0592,Obi-Wan Kenobi,"Jedi Order, Galactic Republic",protagonist
75058-1,MTT,2014,954,Fall of the Jedi,SW0593,Qui-Gon Jinn,"Jedi Order, Galactic Republic",protagonist
75058-1,MTT,2014,954,Fall of the Jedi,SW0594,Naboo Security Guard,Royal House of Naboo,protagonist
75078-1,Imperial Troop Transport,2015,141,Age of Rebellion,SW0578,Stormtrooper,Galactic Empire,antagonist
75078-1,Imperial Troop Transport,2015,141,Age of Rebellion,SW0617,Stormtrooper,Galactic Empire,antagonist
75080-1,AAT,2015,251,Fall of the Jedi,SW0001,Battle Droid,Confederation of Independent Systems,antagonist
75080-1,AAT,2015,251,Fall of the Jedi,SW0301,Jar-Jar Binks,Gungan Grand Army,protagonist
75080-1,AAT,2015,251,Fall of the Jedi,SW0360,Battle Droid Pilot,Confederation of Independent Systems,antagonist
75081-1,T-16 Skyhopper,2015,247,Age of Rebellion,SW0619,T-16 Skyhopper Pilot,none,neutral
75081-1,T-16 Skyhopper,2015,247,Age of Rebellion,SW0620,Tusken Raider,none,antagonist
75082-1,TIE Advanced Prototype,2015,355,Age of Rebellion,SW0621,TIE Fighter Pilot,Galactic Empire,antagonist
75082-1,TIE Advanced Prototype,2015,355,Age of Rebellion,SW0622,Grand Inquisitor,"Galactic Empire, Inquisitorius",antagonist
75082-1,TIE Advanced Prototype,2015,355,Age of Rebellion,SW0623,Cumberlayne Aresko,Galactic Empire,antagonist
75083-1,AT-DP,2015,500,Age of Rebellion,SW0578,Stormtrooper,Galactic Empire,antagonist
75083-1,AT-DP,2015,500,Age of Rebellion,SW0624,AT-DP Pilot,Galactic Empire,antagonist
75083-1,AT-DP,2015,500,Age of Rebellion,SW0625,Agent Kallus,Galactic Empire,antagonist
75084-1,Wookiee Gunship,2015,570,Age of Rebellion,SW0602,Kanan Jarrus,"Rebel Alliance, The Spectres",protagonist
75084-1,Wookiee Gunship,2015,570,Age of Rebellion,SW0626,Wullffwarro,none,protagonist
75084-1,Wookiee Gunship,2015,570,Age of Rebellion,SW0627,Wookiee Warrior,none,protagonist
75085-1,Hailfire Droid,2015,163,Fall of the Jedi,SW0092,Super Battle Droid,Confederation of Independent Systems,antagonist
75085-1,Hailfire Droid,2015,163,Fall of the Jedi,SW0629,Clone Trooper Lieutenant,Galactic Republic,protagonist
75086-1,Battle Droid Troop Carrier,2015,565,Fall of the Jedi,SW0001,Battle Droid,Confederation of Independent Systems,antagonist
75086-1,Battle Droid Troop Carrier,2015,565,Fall of the Jedi,SW0300,Battle Droid Pilot,Confederation of Independent Systems,antagonist
75086-1,Battle Droid Troop Carrier,2015,565,Fall of the Jedi,SW0628,Gungan Warrior,Gungan Grand Army,protagonist
75087-1,Anakin's Custom Jedi Starfighter,2015,370,Fall of the Jedi,SW0488,Anakin Skywalker,"Jedi Order, Galactic Republic",protagonist
75087-1,Anakin's Custom Jedi Starfighter,2015,370,Fall of the Jedi,SW0534,R4-P22,Galactic Republic,protagonist
75087-1,Anakin's Custom Jedi Starfighter,2015,370,Fall of the Jedi,SW0615,Asajj Ventress,"Nightsisters, Sith Order, Confederation of Independent Systems",antagonist
75088-1,Senate Commando Troopers,2015,106,Fall of the Jedi,SW0613,Senate Commando Captain,Galactic Republic,protagonist
75088-1,Senate Commando Troopers,2015,106,Fall of the Jedi,SW0614,Senate Commando,Galactic Republic,protagonist
75090-1,Ezra's Speeder Bike,2015,253,Age of Rebellion,SW0574,Ezra Bridger,Rebel Alliance,protagonist
75090-1,Ezra's Speeder Bike,2015,253,Age of Rebellion,SW0578,Stormtrooper,Galactic Empire,antagonist
75090-1,Ezra's Speeder Bike,2015,253,Age of Rebellion,SW0616,Sabine Wren,"Rebel Alliance, The Spectres",protagonist
75091-1,Flash Speeder,2015,312,Fall of the Jedi,SW0001,Battle Droid,Confederation of Independent Systems,antagonist
75091-1,Flash Speeder,2015,312,Fall of the Jedi,SW0594,Naboo Security Guard,Royal House of Naboo,protagonist
75091-1,Flash Speeder,2015,312,Fall of the Jedi,SW0638,Naboo Security Guard,Royal House of Naboo,protagonist
75091-1,Flash Speeder,2015,312,Fall of the Jedi,SW0639,Captain Tarpals,Gungan Grand Army,protagonist
75092-1,Naboo Starfighter,2015,442,Fall of the Jedi,SW0001,Battle Droid,Confederation of Independent Systems,antagonist
75092-1,Naboo Starfighter,2015,442,Fall of the Jedi,SW0415,Battle Droid Commander,Confederation of Independent Systems,antagonist
75092-1,Naboo Starfighter,2015,442,Fall of the Jedi,SW0527,R2-D2,Galactic Republic,protagonist
75092-1,Naboo Starfighter,2015,442,Fall of the Jedi,SW0592,Obi-Wan Kenobi,"Jedi Order, Galactic Republic",protagonist
75092-1,Naboo Starfighter,2015,442,Fall of the Jedi,SW0640,Anakin Skywalker,"Jedi Order, Galactic Republic",protagonist
75092-1,Naboo Starfighter,2015,442,Fall of the Jedi,SW0641,Naboo Fighter Pilot,Royal House of Naboo,protagonist
75092-1,Naboo Starfighter,2015,442,Fall of the Jedi,SW0642,Droideka,Confederation of Independent Systems,antagonist
75093-1,Death Star Final Duel,2015,724,Age of Rebellion,SW0521,Royal Guard,Galactic Empire,antagonist
75093-1,Death Star Final Duel,2015,724,Age of Rebellion,SW0634,Palpatine,"Sith Order, Galactic Empire",antagonist
75093-1,Death Star Final Duel,2015,724,Age of Rebellion,SW0635,Luke Skywalker,Rebel Alliance,protagonist
75093-1,Death Star Final Duel,2015,724,Age of Rebellion,SW0636,Darth Vader,"Sith Order, Galactic Empire",antagonist
75094-1,Imperial Shuttle Tydirium,2015,937,Age of Rebellion,SW0532,Chewbacca,Rebel Alliance,protagonist
75094-1,Imperial Shuttle Tydirium,2015,937,Age of Rebellion,SW0643,Princess Leia,Rebel Alliance,protagonist
75094-1,Imperial Shuttle Tydirium,2015,937,Age of Rebellion,SW0644,Han Solo,Rebel Alliance,protagonist
75094-1,Imperial Shuttle Tydirium,2015,937,Age of Rebellion,SW0645,Endor Rebel Trooper,Rebel Alliance,protagonist
75094-1,Imperial Shuttle Tydirium,2015,937,Age of Rebellion,SW0646,Endor Rebel Trooper,Rebel Alliance,protagonist
75096-1,Sith Infiltrator,2015,662,Fall of the Jedi,SW0527,R2-D2,Galactic Republic,protagonist
75096-1,Sith Infiltrator,2015,662,Fall of the Jedi,SW0640,Anakin Skywalker,"Jedi Order, Galactic Republic",protagonist
75096-1,Sith Infiltrator,2015,662,Fall of the Jedi,SW0649,Watto,none,neutral
75096-1,Sith Infiltrator,2015,662,Fall of the Jedi,SW0650,Darth Maul,"Sith Order, Shadow Collective",antagonist
75096-1,Sith Infiltrator,2015,662,Fall of the Jedi,SW0651,Qui-Gon Jinn,"Jedi Order, Galactic Republic",protagonist
75096-1,Sith Infiltrator,2015,662,Fall of the Jedi,SW0652,Dark Eye Probe Droid,Sith Order,antagonist
75099-1,Rey's Speeder,2015,193,Rise of the First Order,SW0655,Unkar's Thug,none,antagonist
75099-1,Rey's Speeder,2015,193,Rise of the First Order,SW0677,Rey,Resistance,protagonist
75100-1,First Order Snowspeeder,2015,444,Rise of the First Order,SW0656,First Order Snowtrooper Officer,First Order,antagonist
75100-1,First Order Snowspeeder,2015,444,Rise of the First Order,SW0657,First Order Snowtrooper,First Order,antagonist
75101-1,First Order Special Forces TIE Fighter,2015,517,Rise of the First Order,SW0670,First Order Officer,First Order,antagonist
75101-1,First Order Special Forces TIE Fighter,2015,517,Rise of the First Order,SW0671,First Order Crew Member,First Order,antagonist
75101-1,First Order Special Forces TIE Fighter,2015,517,Rise of the First Order,SW0672,First Order TIE Fighter Pilot,First Order,antagonist
75102-1,Poe's X-wing Fighter,2015,717,Rise of the First Order,SW0658,Poe Dameron,Resistance,protagonist
75102-1,Poe's X-wing Fighter,2015,717,Rise of the First Order,SW0659,Resistance X-wing Pilot,Resistance,protagonist
75102-1,Poe's X-wing Fighter,2015,717,Rise of the First Order,SW0660,Goss Toowers,Resistance,protagonist
75102-1,Poe's X-wing Fighter,2015,717,Rise of the First Order,SW0661,BB-8,Resistance,protagonist
75103-1,First Order Transporter,2015,792,Rise of the First Order,SW0666,First Order Flametrooper,First Order,antagonist
75103-1,First Order Transporter,2015,792,Rise of the First Order,SW0667,First Order Stormtrooper,First Order,antagonist
75103-1,First Order Transporter,2015,792,Rise of the First Order,SW0668,Resistance Trooper,Resistance,protagonist
75103-1,First Order Transporter,2015,792,Rise of the First Order,SW0669,Resistance Trooper,Resistance,protagonist
75103-1,First Order Transporter,2015,792,Rise of the First Order,SW0684,Captain Phasma,First Order,antagonist
75104-1,Kylo Ren's Command Shuttle,2015,1005,Rise of the First Order,SW0654,First Order Crew Member,First Order,antagonist
75104-1,Kylo Ren's Command Shuttle,2015,1005,Rise of the First Order,SW0662,General Hux,First Order,antagonist
75104-1,Kylo Ren's Command Shuttle,2015,1005,Rise of the First Order,SW0663,Kylo Ren,First Order,antagonist
75104-1,Kylo Ren's Command Shuttle,2015,1005,Rise of the First Order,SW0664,First Order Stormtrooper Officer,First Order,antagonist
75104-1,Kylo Ren's Command Shuttle,2015,1005,Rise of the First Order,SW0665,First Order Officer,First Order,antagonist
75104-1,Kylo Ren's Command Shuttle,2015,1005,Rise of the First Order,SW0671,First Order Crew Member,First Order,antagonist
75105-1,Millennium Falcon,2015,1329,Rise of the First Order,SW0532,Chewbacca,Resistance,protagonist
75105-1,Millennium Falcon,2015,1329,Rise of the First Order,SW0661,BB-8,Resistance,protagonist
75105-1,Millennium Falcon,2015,1329,Rise of the First Order,SW0673,Kanjiklub Gang Member,Kanjiklub Gang,antagonist
75105-1,Millennium Falcon,2015,1329,Rise of the First Order,SW0674,Tasu Leech,Kanjiklub Gang,antagonist
75105-1,Millennium Falcon,2015,1329,Rise of the First Order,SW0675,Han Solo,Resistance,protagonist
75105-1,Millennium Falcon,2015,1329,Rise of the First Order,SW0676,Finn,Resistance,protagonist
75105-1,Millennium Falcon,2015,1329,Rise of the First Order,SW0677,Rey,Resistance,protagonist
75106-1,Imperial Assault Carrier,2015,1216,Age of Rebellion,SW0616,Sabine Wren,"Rebel Alliance, The Spectres",protagonist
